duration;unit;convert;duration_conv;unit_conv
4;s;no;4;s
40;dpf;no;40;remove
40.05;h;no;40.05;h
40.1;h;no;40.1;h
401.4;h;yes;16.725;d
4.02;h;yes;241.2;mi
4.03;d;yes;96.72;h
4.037;d;yes;96.888;h
404;d;no;404;d
4.04;d;yes;96.96;h
4.04;h;yes;242.4;mi
40.4;h;no;40.4;h
4040;mi;yes;67.3333333333;h
40400;mi;yes;28.0555555556;d
40.41;d;no;40.41;d
4041;mi;yes;67.35;h
40.5;d;no;40.5;d
40.5;mi;no;40.5;mi
406;h;yes;16.9166666667;d
4.06;h;yes;243.6;mi
40.6;h;no;40.6;h
40.7;mi;no;40.7;mi
40.75;h;no;40.75;h
40.76;h;no;40.76;h
4.078;d;yes;97.872;h
408;mi;yes;6.8;h
40.8;h;no;40.8;h
408.12;mi;yes;6.802;h
409;h;yes;17.0416666667;d
40.9;d;no;40.9;d
41.07;mi;no;41.07;mi
4.11;d;yes;98.64;h
4.115;d;yes;98.76;h
4120;mi;yes;68.6666666667;h
41.3;h;no;41.3;h
41.36;h;no;41.36;h
414;mi;yes;6.9;h
41.42;mi;no;41.42;mi
41.49;h;no;41.49;h
415;d;no;415;d
415;mi;yes;6.9166666667;h
4.16;d;yes;99.84;h
417;h;yes;17.375;d
417.2;s;no;417.2;s
41.8;d;no;41.8;d
41.89;d;no;41.89;d
42;dph;no;42;remove
42;mi;no;42;mi
421;mi;yes;7.0166666667;h
4.213;d;yes;101.112;h
42.2;d;no;42.2;d
423;h;yes;17.625;d
4.23;h;yes;253.8;mi
424;s;no;424;s
4.24;d;yes;101.76;h
4.24;h;yes;254.4;mi
42.4;h;no;42.4;h
425;h;yes;17.7083333333;d
4250;mi;yes;70.8333333333;h
4.267;d;yes;102.408;h
42.68;h;no;42.68;h
42.75;d;no;42.75;d
428;d;no;428;d
4.28;h;yes;256.8;mi
42.8;mi;no;42.8;mi
4.285;d;yes;102.84;h
42.95;d;no;42.95;d
430;d;no;430;d
430;mi;yes;7.1666666667;h
4.31;d;yes;103.44;h
43.1;d;no;43.1;d
4.32;h;yes;259.2;mi
43.2;h;no;43.2;h
43.4;h;no;43.4;h
435;d;no;435;d
435;h;yes;18.125;d
435.2;mi;yes;7.2533333333;h
4353.1;mi;yes;72.5516666667;h
436;h;yes;18.1666666667;d
43.67;h;no;43.67;h
437;mi;yes;7.2833333333;h
4.37;d;yes;104.88;h
43.7;mi;no;43.7;mi
43.8;h;no;43.8;h
439;mi;yes;7.3166666667;h
43.9;d;no;43.9;d
440;mi;yes;7.3333333333;h
44.1;h;no;44.1;h
4.42;d;yes;106.08;h
44.2;h;no;44.2;h
4.43;h;yes;265.8;mi
4.44;d;yes;106.56;h
4.442;h;yes;266.52;mi
4.45;d;yes;106.8;h
4.45;h;yes;267;mi
44.5;h;no;44.5;h
446;s;no;446;s
4.46;d;yes;107.04;h
44.6;h;no;44.6;h
44.71;h;no;44.71;h
4475;mi;yes;74.5833333333;h
448;h;yes;18.6666666667;d
44.82;mi;no;44.82;mi
448.9;h;yes;18.7041666667;d
44.9;mi;no;44.9;mi
45;go;no;45;remove
450;d;no;450;d
450;mi;yes;7.5;h
450.34;mi;yes;7.5056666667;h
4.515;d;yes;108.36;h
452;h;yes;18.8333333333;d
4.52;d;yes;108.48;h
4.52;h;yes;271.2;mi
45.3;h;no;45.3;h
45.3;mi;no;45.3;mi
454;h;yes;18.9166666667;d
4.54;d;yes;108.96;h
45.5;d;no;45.5;d
45.6;h;no;45.6;h
45.68;h;no;45.68;h
457;s;no;457;s
4.574;d;yes;109.776;h
4.58;h;yes;274.8;mi
45.8;h;no;45.8;h
45.8;mi;no;45.8;mi
4.589;d;yes;110.136;h
46;hpf;no;46;remove
46;mi;no;46;mi
461;mi;yes;7.6833333333;h
46.1;d;no;46.1;d
46.186;h;no;46.186;h
462;mi;yes;7.7;h
4.62;d;yes;110.88;h
4629;mi;yes;77.15;h
4.63;d;yes;111.12;h
4.63;h;yes;277.8;mi
4.638;d;yes;111.312;h
4.64;h;yes;278.4;mi
46.44;mi;no;46.44;mi
46.49;h;no;46.49;h
4.657;d;yes;111.768;h
4.66;h;yes;279.6;mi
468;h;yes;19.5;d
468;mi;yes;7.8;h
4.68;h;yes;280.8;mi
46.9;d;no;46.9;d
47;mi;no;47;mi
47;s;no;47;s
47.04;mi;no;47.04;mi
471;h;yes;19.625;d
4.714;d;yes;113.136;h
4.72;d;yes;113.28;h
47.3;d;no;47.3;d
4.743;d;yes;113.832;h
475;mi;yes;7.9166666667;h
47.5;d;no;47.5;d
47.5;mi;no;47.5;mi
47.6;h;no;47.6;h
477;mi;yes;7.95;h
47.7;h;no;47.7;h
4.79;h;yes;287.4;mi
47.9;h;no;47.9;h
48;hbf;no;48;remove
48;wph;no;48;remove
4800;mi;yes;80;h
481;mi;yes;8.0166666667;h
48.1;h;no;48.1;h
48.15;h;no;48.15;h
48.2;h;no;48.2;h
4825;mi;yes;80.4166666667;h
48.25;h;no;48.25;h
4.84;h;yes;290.4;mi
48.4;mi;no;48.4;mi
48.43;h;no;48.43;h
485;h;yes;20.2083333333;d
48.5;mi;no;48.5;mi
48.53;mi;no;48.53;mi
48.61;h;no;48.61;h
48.66;d;no;48.66;d
486.65;mi;yes;8.1108333333;h
48.75;h;no;48.75;h
48.78;mi;no;48.78;mi
488;mi;yes;8.1333333333;h
48.8;h;no;48.8;h
4.886;d;yes;117.264;h
4.888;d;yes;117.312;h
48.9;d;no;48.9;d
48.96;h;no;48.96;h
4.91;d;yes;117.84;h
49.2;h;no;49.2;h
49.32;h;no;49.32;h
4937;mi;yes;82.2833333333;h
49.5;mi;no;49.5;mi
4958;mi;yes;82.6333333333;h
4.96;d;yes;119.04;h
4960;mi;yes;82.6666666667;h
4.977;h;yes;298.62;mi
49.8;d;no;49.8;d
49.8;h;no;49.8;h
498.7;h;yes;20.7791666667;d
4.99;h;yes;299.4;mi
5;crs;no;5;remove
5;it;no;5;remove
50;dph;no;50;remove
5000;mi;yes;83.3333333333;h
50.05;h;no;50.05;h
500.8;h;yes;20.8666666667;d
5.01;d;no;5.01;d
50.1;mi;no;50.1;mi
502;h;yes;20.9166666667;d
503;h;yes;20.9583333333;d
5.03;d;no;5.03;d
50.39;mi;no;50.39;mi
5.04;d;no;5.04;d
50.5;h;no;50.5;h
506;mi;yes;8.4333333333;h
506.5;h;yes;21.1041666667;d
507;d;no;507;d
50.7;h;no;50.7;h
50.7;d;no;50.7;d
50.75;h;no;50.75;h
5.08;d;no;5.08;d
5.08;h;no;5.08;h
50.8;mi;no;50.8;mi
5.087;d;no;5.087;d
5.09;d;no;5.09;d
51;mi;no;51;mi
510;h;yes;21.25;d
51.1;h;no;51.1;h
5.112;d;no;5.112;d
5.116;d;no;5.116;d
512;h;yes;21.3333333333;d
512;mi;yes;8.5333333333;h
5.13;h;no;5.13;h
5.13;mi;no;5.13;mi
5.137;d;no;5.137;d
514;mi;yes;8.5666666667;h
5.14;h;no;5.14;h
51.41;h;no;51.41;h
51.43;mi;no;51.43;mi
51.45;h;no;51.45;h
5158;mi;yes;85.9666666667;h
516.3;h;yes;21.5125;d
51.69;h;no;51.69;h
5.17;d;no;5.17;d
518;d;no;518;d
5.18;h;no;5.18;h
51.8;h;no;51.8;h
51.9;d;no;51.9;d
52;mo;yes;1560;d
52;wph;no;52;remove
5.2;h;no;5.2;h
520;h;yes;21.6666666667;d
520;mi;yes;8.6666666667;h
52.07;mi;no;52.07;mi
52.1;h;no;52.1;h
521.97;mi;yes;8.6995;h
52.36;h;no;52.36;h
524;mi;yes;8.7333333333;h
52.49;h;no;52.49;h
525;h;yes;21.875;d
52.52;h;no;52.52;h
5.26;d;no;5.26;d
52.67;h;no;52.67;h
5.27;h;no;5.27;h
52.8;d;no;52.8;d
52.8;h;no;52.8;h
5.29;h;no;5.29;h
52.9;mi;no;52.9;mi
531.7;h;yes;22.1541666667;d
53.19;mi;no;53.19;mi
531.9;h;yes;22.1625;d
533;mi;yes;8.8833333333;h
53.3;h;no;53.3;h
535;h;yes;22.2916666667;d
5.35;d;no;5.35;d
5367;mi;yes;89.45;h
537;mi;yes;8.95;h
5.383;h;no;5.383;h
5.39;h;no;5.39;h
54;wk;yes;378;d
5.4;h;no;5.4;h
541;mi;yes;9.0166666667;h
54.12;mi;no;54.12;mi
54.2;mi;no;54.2;mi
5.426;d;no;5.426;d
544;h;yes;22.6666666667;d
5.447;d;no;5.447;d
5.45;d;no;5.45;d
54.5;d;no;54.5;d
546;d;no;546;d
546;mi;yes;9.1;h
54.6;h;no;54.6;h
548;mi;yes;9.1333333333;h
5.48;h;no;5.48;h
549;h;yes;22.875;d
54.9;h;no;54.9;h
54.91;h;no;54.91;h
54.95;h;no;54.95;h
549.5;mi;yes;9.1583333333;h
5.5;wk;yes;38.5;d
550;mi;yes;9.1666666667;h
55.1;mi;no;55.1;mi
5.52;h;no;5.52;h
55.2;h;no;55.2;h
5.53;h;no;5.53;h
5.535;d;no;5.535;d
55.6;h;no;55.6;h
556.1;h;yes;23.1708333333;d
557;mi;yes;9.2833333333;h
5.57;d;no;5.57;d
55.73;h;no;55.73;h
558;mi;yes;9.3;h
55.8;h;no;55.8;h
55.87;h;no;55.87;h
56;hpf;no;56;remove
56;hv;no;56;remove
56;mi;no;56;mi
56.1;h;no;56.1;h
56.14;h;no;56.14;h
562;h;yes;23.4166666667;d
5.62;d;no;5.62;d
56.2;h;no;56.2;h
56.2;mi;no;56.2;mi
5.629;d;no;5.629;d
564;mi;yes;9.4;h
5.65;h;no;5.65;h
566;h;yes;23.5833333333;d
56.6;d;no;56.6;d
56.68;mi;no;56.68;mi
56.7;d;no;56.7;d
56.8;mi;no;56.8;mi
5.69;h;no;5.69;h
57;hpf;no;57;remove
5.7;d;no;5.7;d
5.7;mi;no;5.7;mi
57.03;h;no;57.03;h
5.71;d;no;5.71;d
57.1;h;no;57.1;h
5.73;d;no;5.73;d
57.5;d;no;57.5;d
576;mi;yes;9.6;h
57.67;h;no;57.67;h
5775;mi;yes;96.25;h
5779;mi;yes;96.3166666667;h
57.8;h;no;57.8;h
5780;mi;yes;96.3333333333;h
5784;mi;yes;96.4;h
5787;mi;yes;96.45;h
5795;mi;yes;96.5833333333;h
5796;mi;yes;96.6;h
5.8;h;no;5.8;h
5835;mi;yes;97.25;h
5.84;h;no;5.84;h
58.4;h;no;58.4;h
5840;mi;yes;97.3333333333;h
585;h;yes;24.375;d
5.85;d;no;5.85;d
5.85;h;no;5.85;h
58.5;mi;no;58.5;mi
58.52;d;no;58.52;d
586;mi;yes;9.7666666667;h
5.87;d;no;5.87;d
5875;mi;yes;97.9166666667;h
588;h;yes;24.5;d
5.88;d;no;5.88;d
5883;mi;yes;98.05;h
58.91;d;no;58.91;d
5900;mi;yes;98.3333333333;h
5.91;h;no;5.91;h
59.4;h;no;59.4;h
5947;mi;yes;99.1166666667;h
5957;mi;yes;99.2833333333;h
596;mi;yes;9.9333333333;h
59.7;h;no;59.7;h
598;h;yes;24.9166666667;d
5.992;d;no;5.992;d
59.96;d;no;59.96;d
5998;mi;yes;99.9666666667;h
6;crs;no;6;remove
6;hph;no;6;remove
6;s;no;6;s
6;stg;no;6;remove
6001;mi;yes;100.0166666667;h
6.02;d;no;6.02;d
60.26;h;no;60.26;h
60.38;mi;no;60.38;mi
604;mi;yes;10.0666666667;h
6.05;d;no;6.05;d
60.5;h;no;60.5;h
6.06;d;no;6.06;d
6.06;h;no;6.06;h
606.8;mi;yes;10.1133333333;h
6.072;d;no;6.072;d
608;h;yes;25.3333333333;d
608.9;h;yes;25.3708333333;d
609;mi;yes;10.15;h
60.9;d;no;60.9;d
61;wph;no;61;remove
6.1;h;no;6.1;h
611;h;yes;25.4583333333;d
61.1;h;no;61.1;h
6.111;d;no;6.111;d
6114;mi;yes;101.9;h
61.3;h;no;61.3;h
61.36;h;no;61.36;h
61.4;d;no;61.4;d
61.45;h;no;61.45;h
61.5;d;no;61.5;d
6.17;h;no;6.17;h
618;mi;yes;10.3;h
6.18;h;no;6.18;h
6188;mi;yes;103.1333333333;h
619;mi;yes;10.3166666667;h
62;hph;no;62;remove
62;mi;no;62;mi
6.2;mi;no;6.2;mi
620;mi;yes;10.3333333333;h
6.217;d;no;6.217;d
622;h;yes;25.9166666667;d
62.2;mi;no;62.2;mi
6224;mi;yes;103.7333333333;h
6.236;d;no;6.236;d
625;h;yes;26.0416666667;d
625;mi;yes;10.4166666667;h
62.5;mi;no;62.5;mi
6.253;d;no;6.253;d
627;mi;yes;10.45;h
6.29;d;no;6.29;d
6.29;h;no;6.29;h
63;stg;no;63;remove
631;h;yes;26.2916666667;d
63.1;h;no;63.1;h
633;h;yes;26.375;d
63.31;h;no;63.31;h
63.412;h;no;63.412;h
63.47;h;no;63.47;h
6.35;d;no;6.35;d
63.62;h;no;63.62;h
63.76;d;no;63.76;d
6.38;d;no;6.38;d
63.8;h;no;63.8;h
63.8;mi;no;63.8;mi
639;mi;yes;10.65;h
6.39;h;no;6.39;h
640;h;yes;26.6666666667;d
640;s;no;640;s
6400;mi;yes;106.6666666667;h
6.413;d;no;6.413;d
6.42;d;no;6.42;d
6.43;d;no;6.43;d
64.3;h;no;64.3;h
64.32;h;no;64.32;h
64.35;mi;no;64.35;mi
6.44;d;no;6.44;d
64.43;h;no;64.43;h
64.48;h;no;64.48;h
6.454;d;no;6.454;d
645.8;h;yes;26.9083333333;d
64.6;d;no;64.6;d
6.46;d;no;6.46;d
6.47;wk;yes;45.29;d
64.7;h;no;64.7;h
64.7;mi;no;64.7;mi
64.77;mi;no;64.77;mi
6479;mi;yes;107.9833333333;h
6.485;d;no;6.485;d
64.96;h;no;64.96;h
65;wk;yes;455;d
65.09;h;no;65.09;h
65.1;d;no;65.1;d
6.52;h;no;6.52;h
65.2;d;no;65.2;d
653;h;yes;27.2083333333;d
6.546;d;no;6.546;d
65.5;h;no;65.5;h
65.58;h;no;65.58;h
656;mi;yes;10.9333333333;h
6.566;d;no;6.566;d
65.69;mi;no;65.69;mi
65.8;h;no;65.8;h
6.59;mi;no;6.59;mi
66.07;h;no;66.07;h
661.1;h;yes;27.5458333333;d
66.3;h;no;66.3;h
66.4;h;no;66.4;h
664;mi;yes;11.0666666667;h
6.646;d;no;6.646;d
66.5;mi;no;66.5;mi
66.57;h;no;66.57;h
6.67;d;no;6.67;d
6.67;mi;no;6.67;mi
669;h;yes;27.875;d
669;mi;yes;11.15;h
66.95;h;no;66.95;h
67;mi;no;67;mi
6710;mi;yes;111.8333333333;h
672;mi;yes;11.2;h
67.38;h;no;67.38;h
675;mi;yes;11.25;h
6.75;h;no;6.75;h
67.5;d;no;67.5;d
6.76;h;no;6.76;h
6.762;d;no;6.762;d
67.65;mi;no;67.65;mi
67.66;h;no;67.66;h
67.75;d;no;67.75;d
678;mi;yes;11.3;h
6.78;d;no;6.78;d
68;mi;no;68;mi
6.8;mi;no;6.8;mi
680;h;yes;28.3333333333;d
6.83;d;no;6.83;d
68.3;h;no;68.3;h
68.4;mi;no;68.4;mi
6.847;d;no;6.847;d
68.6;h;no;68.6;h
6.87;h;no;6.87;h
6.88;d;no;6.88;d
68.8;h;no;68.8;h
6.882;d;no;6.882;d
690;s;no;690;s
691;mi;yes;11.5166666667;h
69.2;h;no;69.2;h
69.25;h;no;69.25;h
693;mi;yes;11.55;h
6.93;h;no;6.93;h
693.7;mi;yes;11.5616666667;h
6.94;d;no;6.94;d
695;s;no;695;s
69.5;d;no;69.5;d
696;h;yes;29;d
696;mi;yes;11.6;h
69.6;h;no;69.6;h
69.78;h;no;69.78;h
6.985;d;no;6.985;d
7;crs;no;7;remove
7;hpf;no;7;remove
7;s;no;7;s
7000;mi;yes;116.6666666667;h
700.2;h;yes;29.175;d
701;d;no;701;d
7.01;d;no;7.01;d
70.18;h;no;70.18;h
7.019;d;no;7.019;d
70.2;h;no;70.2;h
7.03;d;no;7.03;d
70.33;h;no;70.33;h
704;mi;yes;11.7333333333;h
7.04;d;no;7.04;d
7.05;d;no;7.05;d
70.5;h;no;70.5;h
70.67;h;no;70.67;h
708;h;yes;29.5;d
7.08;d;no;7.08;d
70.8;h;no;70.8;h
709;mi;yes;11.8166666667;h
7.09;h;no;7.09;h
71;dph;no;71;remove
71;hpf;no;71;remove
71.1;h;no;71.1;h
7.117;d;no;7.117;d
71.2;h;no;71.2;h
71.25;d;no;71.25;d
71.25;h;no;71.25;h
7.13;h;no;7.13;h
7.14;d;no;7.14;d
71.4;h;no;71.4;h
7.15;d;no;7.15;d
71.5;d;no;71.5;d
7160;mi;yes;119.3333333333;h
717;d;no;717;d
7.17;d;no;7.17;d
71.7;h;no;71.7;h
7.18;d;no;7.18;d
7.19;h;no;7.19;h
72;dpf;no;72;remove
72;hph;no;72;remove
72;mi;no;72;mi
720;mi;yes;12;h
720.69;mi;yes;12.0115;h
72.1;h;no;72.1;h
7.227;d;no;7.227;d
7.232;d;no;7.232;d
72.34;mi;no;72.34;mi
72.39;h;no;72.39;h
72.4;d;no;72.4;d
725;mi;yes;12.0833333333;h
72.5;d;no;72.5;d
72.51;d;no;72.51;d
72.56;mi;no;72.56;mi
72.62;mi;no;72.62;mi
7.288;d;no;7.288;d
7.29;d;no;7.29;d
72.9;h;no;72.9;h
73;mi;no;73;mi
7.31;h;no;7.31;h
7.314;d;no;7.314;d
73.15;h;no;73.15;h
7.33;mi;no;7.33;mi
73.37;h;no;73.37;h
734;d;no;734;d
734;h;yes;30.5833333333;d
735;h;yes;30.625;d
73.5;d;no;73.5;d
73.5;h;no;73.5;h
736;d;no;736;d
7.362;d;no;7.362;d
737;h;yes;30.7083333333;d
7.37;mi;no;7.37;mi
738;h;yes;30.75;d
73.9;h;no;73.9;h
7.4;d;no;7.4;d
7.4;mi;no;7.4;mi
740;h;yes;30.8333333333;d
74.13;h;no;74.13;h
745;mi;yes;12.4166666667;h
7.45;h;no;7.45;h
74.5;mi;no;74.5;mi
7.457;d;no;7.457;d
748;h;yes;31.1666666667;d
74.8;h;no;74.8;h
7.52;d;no;7.52;d
7.52;h;no;7.52;h
75.25;h;no;75.25;h
75.5;d;no;75.5;d
75.58;h;no;75.58;h
757;mi;yes;12.6166666667;h
7.57;d;no;7.57;d
758;h;yes;31.5833333333;d
7.589;d;no;7.589;d
75.9;mi;no;75.9;mi
7.62;h;no;7.62;h
7.627;mi;no;7.627;mi
7.63;d;no;7.63;d
764.3;h;yes;31.8458333333;d
7.65;d;no;7.65;d
76.69;h;no;76.69;h
7672;h;yes;319.6666666667;d
768;h;yes;32;d
76.8;h;no;76.8;h
76.82;mi;no;76.82;mi
76.88;d;no;76.88;d
7.69;d;no;7.69;d
77;dpf;no;77;remove
7.72;d;no;7.72;d
776;h;yes;32.3333333333;d
7.76;d;no;7.76;d
77.6;h;no;77.6;h
77.6;mi;no;77.6;mi
7.78;d;no;7.78;d
78;dpf;no;78;remove
7800;mi;yes;5.4166666667;d
7.83;h;no;7.83;h
78.3;h;no;78.3;h
784;h;yes;32.6666666667;d
784;mi;yes;13.0666666667;h
7.84;d;no;7.84;d
78.4;h;no;78.4;h
7.85;d;no;7.85;d
7.85;h;no;7.85;h
7.861;d;no;7.861;d
7.87;d;no;7.87;d
78.8;d;no;78.8;d
791;h;yes;32.9583333333;d
7.92;h;no;7.92;h
79.2;h;no;79.2;h
79.4;d;no;79.4;d
79.45;h;no;79.45;h
79.57;mi;no;79.57;mi
7.96;d;no;7.96;d
7.967;d;no;7.967;d
79.71;mi;no;79.71;mi
7976;mi;yes;5.5388888889;d
7.98;d;no;7.98;d
8;crs;no;8;remove
80;wk;yes;560;d
800;h;yes;33.3333333333;d
8.01;d;no;8.01;d
804;h;yes;33.5;d
8.04;d;no;8.04;d
80.69;mi;no;80.69;mi
80.76;h;no;80.76;h
808;h;yes;33.6666666667;d
8.08;d;no;8.08;d
8.08;h;no;8.08;h
81;dpf;no;81;remove
81;dph;no;81;remove
81;mi;no;81;mi
8.1;mi;no;8.1;mi
81.1;mi;no;81.1;mi
81.28;h;no;81.28;h
816;h;yes;34;d
8160;mi;yes;5.6666666667;d
81.65;mi;no;81.65;mi
8.17;d;no;8.17;d
81.8;h;no;81.8;h
8.199;d;no;8.199;d
82;dph;no;82;remove
820;d;no;820;d
824;mi;yes;13.7333333333;h
82.4;mi;no;82.4;mi
825;h;yes;34.375;d
82.5;h;no;82.5;h
825.6;h;yes;34.4;d
826;mi;yes;13.7666666667;h
8.261;d;no;8.261;d
82.65;h;no;82.65;h
8.27;d;no;8.27;d
83.1;h;no;83.1;h
8.33;d;no;8.33;d
8.35;d;no;8.35;d
8.38;d;no;8.38;d
84;mi;no;84;mi
8.4;mi;no;8.4;mi
840;mi;yes;14;h
8.42;d;no;8.42;d
843;h;yes;35.125;d
84.32;h;no;84.32;h
844;h;yes;35.1666666667;d
8.45;d;no;8.45;d
84.5;mi;no;84.5;mi
846.6;mi;yes;14.11;h
85;hph;no;85;remove
8.5;mi;no;8.5;mi
850;h;yes;35.4166666667;d
85.1;h;no;85.1;h
85.1;mi;no;85.1;mi
85.36;mi;no;85.36;mi
85.37;h;no;85.37;h
855;h;yes;35.625;d
855;mi;yes;14.25;h
85.8;mi;no;85.8;mi
85.84;mi;no;85.84;mi
8.6;mi;no;8.6;mi
860;mi;yes;14.3333333333;h
8.63;d;no;8.63;d
8.63;h;no;8.63;h
86.3;h;no;86.3;h
8630;mi;yes;5.9930555556;d
8.64;d;no;8.64;d
865;mi;yes;14.4166666667;h
86.5;h;no;86.5;h
86.81;h;no;86.81;h
8688;mi;yes;6.0333333333;d
87.062;h;no;87.062;h
8.71;d;no;8.71;d
87.1;mi;no;87.1;mi
87.12;h;no;87.12;h
87.45;mi;no;87.45;mi
874.8;h;yes;36.45;d
87.6;mi;no;87.6;mi
876;mi;yes;14.6;h
87.62;mi;no;87.62;mi
87.8;mi;no;87.8;mi
87.97;h;no;87.97;h
88;mi;no;88;mi
8.8;d;no;8.8;d
8800;mi;yes;6.1111111111;d
881;s;no;881;s
88.3;h;no;88.3;h
88.5;h;no;88.5;h
8.86;d;no;8.86;d
88.8;d;no;88.8;d
88.9;h;no;88.9;h
89.1;h;no;89.1;h
8.92;d;no;8.92;d
89.2;mi;no;89.2;mi
895;mi;yes;14.9166666667;h
8.96;d;no;8.96;d
8.96;h;no;8.96;h
899;h;yes;37.4583333333;d
89.9;h;no;89.9;h
90;dpf;no;90;remove
90.19;h;no;90.19;h
9.02;d;no;9.02;d
90.23;h;no;90.23;h
903;h;yes;37.625;d
9.041;d;no;9.041;d
90.5;d;no;90.5;d
906.5;mi;yes;15.1083333333;h
9.07;h;no;9.07;h
90.75;h;no;90.75;h
9.076;d;no;9.076;d
90.8;h;no;90.8;h
9.09;h;no;9.09;h
91;mi;no;91;mi
9.1;h;no;9.1;h
91.09;d;no;91.09;d
914;s;no;914;s
91.51;mi;no;91.51;mi
91.7;mi;no;91.7;mi
91.99;mi;no;91.99;mi
92;mi;no;92;mi
9.2;d;no;9.2;d
9.2;mi;no;9.2;mi
9.21;d;no;9.21;d
92.2;h;no;92.2;h
92.3;mi;no;92.3;mi
9.24;h;no;9.24;h
92.5;mi;no;92.5;mi
92.63;h;no;92.63;h
92.66;mi;no;92.66;mi
927;h;yes;38.625;d
9.28;h;no;9.28;h
93;dph;no;93;remove
93.35;mi;no;93.35;mi
9.34;d;no;9.34;d
9.35;h;no;9.35;h
936;h;yes;39;d
936;s;no;936;s
94;mi;no;94;mi
9.43;d;no;9.43;d
944;h;yes;39.3333333333;d
945;d;no;945;d
945;h;yes;39.375;d
9.45;h;no;9.45;h
946.4;h;yes;39.4333333333;d
947;mi;yes;15.7833333333;h
94.8;mi;no;94.8;mi
95.3;h;no;95.3;h
9.54;mi;no;9.54;mi
9.55;d;no;9.55;d
9.56;d;no;9.56;d
95.64;mi;no;95.64;mi
9.57;d;no;9.57;d
96;dph;no;96;remove
96;hv;no;96;remove
96;ma;no;96;remove
9.6;h;no;9.6;h
9.6;mi;no;9.6;mi
9.6;wk;yes;67.2;d
96.1;h;no;96.1;h
96.25;h;no;96.25;h
963;mi;yes;16.05;h
96.3;h;no;96.3;h
964;h;yes;40.1666666667;d
9.65;d;no;9.65;d
96.5;mi;no;96.5;mi
9664;mi;yes;6.7111111111;d
9.67;h;no;9.67;h
968;mi;yes;16.1333333333;h
96.8;h;no;96.8;h
9.69;h;no;9.69;h
96.9;h;no;96.9;h
97;mi;no;97;mi
97.17;h;no;97.17;h
97.25;h;no;97.25;h
97.37;h;no;97.37;h
9.75;h;no;9.75;h
97.86;mi;no;97.86;mi
97.9;h;no;97.9;h
9.8;mi;no;9.8;mi
98.09;h;no;98.09;h
9.82;h;no;9.82;h
9.83;d;no;9.83;d
9.84;h;no;9.84;h
9.85;h;no;9.85;h
98.5;mi;no;98.5;mi
98.67;mi;no;98.67;mi
98.96;mi;no;98.96;mi
99;mi;no;99;mi
9.9;d;no;9.9;d
9.9;h;no;9.9;h
991;mi;yes;16.5166666667;h
99.2;h;no;99.2;h
99.37;mi;no;99.37;mi
997;mi;yes;16.6166666667;h
9980;mi;yes;6.9305555556;d
NR;hbf;no;NR;remove
NR;wph;no;NR;remove
;dph;no;;remove
;lf;no;;remove
;su;no;;remove
